Texto,Etiqueta
"Estaba en una cafetería del centro mientras ayudaba a alguien traduciendo del español al urdu. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no sé qué dices, pero suena peligroso.'",1
"Estaba en una cafetería del centro mientras cantaba una canción popular en árabe en la calle. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no hace falta restregarnos su cultura.'",1
"Estaba en una cafetería del centro mientras cantaba una canción popular en chino en la calle. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'ya bastante tenemos con lo nuestro.'",1
"Estaba en una cafetería del centro mientras cantaba una canción popular en quechua en la calle. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no hace falta restregarnos su cultura.'",1
"Estaba en una cafetería del centro mientras cantaba una canción popular en rumano en la calle. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'eso da mal rollo, parece que planeas algo.'",1
"Estaba en una cafetería del centro mientras cantaba una canción popular en rumano en la calle. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'estamos en españa, no en tu país.'",1
"Estaba en una cafetería del centro mientras cantaba una canción popular en rumano en la calle. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'estamos en españa, no en tu país.'",1
"Estaba en una cafetería del centro mientras enseñaba frases en árabe a una amiga. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: '¿puedes hablar como la gente normal?'",1
"Estaba en una cafetería del centro mientras enseñaba frases en chino a una amiga. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'aquí hablamos español, no esas cosas.'",1
"Estaba en una cafetería del centro mientras enseñaba frases en chino a una amiga. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'eso da mal rollo, parece que planeas algo.'",1
"Estaba en una cafetería del centro mientras enseñaba frases en guaraní a una amiga. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no estamos en la onu, habla español.'",1
"Estaba en una cafetería del centro mientras enseñaba frases en hindi a una amiga. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'eso da mal rollo, parece que planeas algo.'",1
"Estaba en una cafetería del centro mientras enseñaba frases en quechua a una amiga. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'luego dicen que no se quieren integrar.'",1
"Estaba en una cafetería del centro mientras enseñaba frases en quechua a una amiga. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no estamos en la onu, habla español.'",1
"Estaba en una cafetería del centro mientras enseñaba frases en tagalo a una amiga. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'eso da mal rollo, parece que planeas algo.'",1
"Estaba en una cafetería del centro mientras enseñaba frases en urdu a una amiga. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no estamos en la onu, habla español.'",1
"Estaba en una cafetería del centro mientras enseñaba frases en wolof a una amiga. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'ya bastante tenemos con lo nuestro.'",1
"Estaba en una cafetería del centro mientras escuchaba música en árabe con mis auriculares. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'ya bastante tenemos con lo nuestro.'",1
"Estaba en una cafetería del centro mientras escuchaba música en chino con mis auriculares. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'aquí hablamos español, no esas cosas.'",1
"Estaba en una cafetería del centro mientras escuchaba música en chino con mis auriculares. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no hace falta restregarnos su cultura.'",1
"Estaba en una cafetería del centro mientras escuchaba música en chino con mis auriculares. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'ya bastante tenemos con lo nuestro.'",1
"Estaba en una cafetería del centro mientras escuchaba música en guaraní con mis auriculares. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'aquí hablamos español, no esas cosas.'",1
"Estaba en una cafetería del centro mientras escuchaba música en guaraní con mis auriculares. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'ya bastante tenemos con lo nuestro.'",1
"Estaba en una cafetería del centro mientras escuchaba música en polaco con mis auriculares. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no sé qué dices, pero suena peligroso.'",1
"Estaba en una cafetería del centro mientras escuchaba música en rumano con mis auriculares. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'ya bastante tenemos con lo nuestro.'",1
"Estaba en una cafetería del centro mientras escuchaba música en tagalo con mis auriculares. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'aquí hablamos español, no esas cosas.'",1
"Estaba en una cafetería del centro mientras escuchaba música en tagalo con mis auriculares. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no hace falta restregarnos su cultura.'",1
"Estaba en una cafetería del centro mientras escuchaba música en wolof con mis auriculares. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no hace falta restregarnos su cultura.'",1
"Estaba en una cafetería del centro mientras explicaba mi cultura en chino en una clase de intercambio. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: '¿puedes hablar como la gente normal?'",1
"Estaba en una cafetería del centro mientras explicaba mi cultura en guaraní en una clase de intercambio. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no hace falta restregarnos su cultura.'",1
"Estaba en una cafetería del centro mientras explicaba mi cultura en hindi en una clase de intercambio. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no hace falta restregarnos su cultura.'",1
"Estaba en una cafetería del centro mientras explicaba mi cultura en polaco en una clase de intercambio. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'ya bastante tenemos con lo nuestro.'",1
"Estaba en una cafetería del centro mientras explicaba mi cultura en urdu en una clase de intercambio. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'luego dicen que no se quieren integrar.'",1
"Estaba en una cafetería del centro mientras hablaba por teléfono en árabe en el transporte público. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: '¿puedes hablar como la gente normal?'",1
"Estaba en una cafetería del centro mientras hablaba por teléfono en árabe en el transporte público. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: '¿puedes hablar como la gente normal?'",1
"Estaba en una cafetería del centro mientras hablaba por teléfono en árabe en el transporte público. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'aquí hablamos español, no esas cosas.'",1
"Estaba en una cafetería del centro mientras hablaba por teléfono en árabe en el transporte público. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no hace falta restregarnos su cultura.'",1
"Estaba en una cafetería del centro mientras hablaba por teléfono en chino en el transporte público. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'estamos en españa, no en tu país.'",1
"Estaba en una cafetería del centro mientras hablaba por teléfono en guaraní en el transporte público. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no hace falta restregarnos su cultura.'",1
"Estaba en una cafetería del centro mientras hablaba por teléfono en polaco en el transporte público. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no hace falta restregarnos su cultura.'",1
"Estaba en una cafetería del centro mientras hablaba por teléfono en rumano en el transporte público. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no sé qué dices, pero suena peligroso.'",1
"Estaba en una cafetería del centro mientras hablaba por teléfono en tagalo en el transporte público. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'eso da mal rollo, parece que planeas algo.'",1
"Estaba en una cafetería del centro mientras hablaba por teléfono en urdu en el transporte público. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'aquí hablamos español, no esas cosas.'",1
"Estaba en una cafetería del centro mientras hablaba por teléfono en urdu en el transporte público. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'aquí hablamos español, no esas cosas.'",1
"Estaba en una cafetería del centro mientras hablaba por teléfono en urdu en el transporte público. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'estamos en españa, no en tu país.'",1
"Estaba en una cafetería del centro mientras leía un libro en árabe en el parque. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'ya bastante tenemos con lo nuestro.'",1
"Estaba en una cafetería del centro mientras leía un libro en chino en el parque. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'esas lenguas no deberían usarse en público.'",1
"Estaba en una cafetería del centro mientras leía un libro en guaraní en el parque. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'esas lenguas no deberían usarse en público.'",1
"Estaba en una cafetería del centro mientras leía un libro en quechua en el parque. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'aquí hablamos español, no esas cosas.'",1
"Estaba en una cafetería del centro mientras leía un libro en quechua en el parque. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'eso da mal rollo, parece que planeas algo.'",1
"Estaba en una cafetería del centro mientras leía un libro en quechua en el parque. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no estamos en la onu, habla español.'",1
"Estaba en una cafetería del centro mientras leía un libro en quechua en el parque. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'ya bastante tenemos con lo nuestro.'",1
"Estaba en una cafetería del centro mientras leía un libro en rumano en el parque. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no estamos en la onu, habla español.'",1
"Estaba en una cafetería del centro mientras leía un libro en urdu en el parque. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'estamos en españa, no en tu país.'",1
"Estaba en una cafetería del centro mientras leía un libro en wolof en el parque. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: '¿puedes hablar como la gente normal?'",1
"Estaba en una cafetería del centro mientras leía un libro en wolof en el parque. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'estamos en españa, no en tu país.'",1
"Estaba en una cafetería del centro mientras leía un libro en wolof en el parque. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'luego dicen que no se quieren integrar.'",1
"Estaba en una cafetería del centro mientras llevaba una camiseta con una frase en hindi. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no hace falta restregarnos su cultura.'",1
"Estaba en una cafetería del centro mientras llevaba una camiseta con una frase en quechua. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no hace falta restregarnos su cultura.'",1
"Estaba en una cafetería del centro mientras llevaba una camiseta con una frase en rumano. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: '¿puedes hablar como la gente normal?'",1
"Estaba en una cafetería del centro mientras llevaba una camiseta con una frase en rumano. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no estamos en la onu, habla español.'",1
"Estaba en una cafetería del centro mientras llevaba una camiseta con una frase en rumano. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no hace falta restregarnos su cultura.'",1
"Estaba en una cafetería del centro mientras llevaba una camiseta con una frase en tagalo. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: '¿puedes hablar como la gente normal?'",1
"Estaba en una cafetería del centro mientras llevaba una camiseta con una frase en tagalo. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'eso da mal rollo, parece que planeas algo.'",1
"Estaba en una cafetería del centro mientras llevaba una camiseta con una frase en urdu. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'esas lenguas no deberían usarse en público.'",1
"Estaba en una cafetería del centro mientras pedía comida en un restaurante usando árabe. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'aquí hablamos español, no esas cosas.'",1
"Estaba en una cafetería del centro mientras pedía comida en un restaurante usando chino. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'esas lenguas no deberían usarse en público.'",1
"Estaba en una cafetería del centro mientras pedía comida en un restaurante usando guaraní. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: '¿puedes hablar como la gente normal?'",1
"Estaba en una cafetería del centro mientras pedía comida en un restaurante usando guaraní. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no sé qué dices, pero suena peligroso.'",1
"Estaba en una cafetería del centro mientras pedía comida en un restaurante usando hindi. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'aquí hablamos español, no esas cosas.'",1
"Estaba en una cafetería del centro mientras pedía comida en un restaurante usando hindi. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'estamos en españa, no en tu país.'",1
"Estaba en una cafetería del centro mientras pedía comida en un restaurante usando quechua. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no hace falta restregarnos su cultura.'",1
"Estaba en una cafetería del centro mientras pedía comida en un restaurante usando quechua. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no hace falta restregarnos su cultura.'",1
"Estaba en una cafetería del centro mientras pedía comida en un restaurante usando rumano. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'luego dicen que no se quieren integrar.'",1
"Estaba en una cafetería del centro mientras pedía comida en un restaurante usando urdu. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'estamos en españa, no en tu país.'",1
"Estaba en una cafetería del centro mientras pedía comida en un restaurante usando urdu. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'luego dicen que no se quieren integrar.'",1
"Estaba en una cafetería del centro mientras pedía comida en un restaurante usando urdu. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'luego dicen que no se quieren integrar.'",1
"Estaba en una cafetería del centro mientras pedía comida en un restaurante usando urdu. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no sé qué dices, pero suena peligroso.'",1
"Estaba en una cafetería del centro mientras publicaba una historia en redes sociales en árabe. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'eso da mal rollo, parece que planeas algo.'",1
"Estaba en una cafetería del centro mientras publicaba una historia en redes sociales en árabe. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'estamos en españa, no en tu país.'",1
"Estaba en una cafetería del centro mientras publicaba una historia en redes sociales en árabe. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no sé qué dices, pero suena peligroso.'",1
"Estaba en una cafetería del centro mientras publicaba una historia en redes sociales en guaraní. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'esas lenguas no deberían usarse en público.'",1
"Estaba en una cafetería del centro mientras publicaba una historia en redes sociales en hindi. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'eso da mal rollo, parece que planeas algo.'",1
"Estaba en una cafetería del centro mientras publicaba una historia en redes sociales en hindi. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'eso da mal rollo, parece que planeas algo.'",1
"Estaba en una cafetería del centro mientras publicaba una historia en redes sociales en quechua. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'esas lenguas no deberían usarse en público.'",1
"Estaba en una cafetería del centro mientras publicaba una historia en redes sociales en rumano. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'aquí hablamos español, no esas cosas.'",1
"Estaba en una cafetería del centro mientras publicaba una historia en redes sociales en tagalo. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'esas lenguas no deberían usarse en público.'",1
"Estaba en una cafetería del centro mientras publicaba una historia en redes sociales en tagalo. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'estamos en españa, no en tu país.'",1
"Estaba en una cafetería del centro mientras publicaba una historia en redes sociales en tagalo. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'no sé qué dices, pero suena peligroso.'",1
"Estaba en una cafetería del centro mientras publicaba una historia en redes sociales en urdu. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'ya bastante tenemos con lo nuestro.'",1
"Estaba en una cafetería del centro mientras publicaba una historia en redes sociales en wolof. una persona en la mesa de al lado me observaba con evidente incomodidad. de pronto, se dirigió a mí con tono sarcástico y dijo: 'ya bastante tenemos con lo nuestro.'",1
"Estaba en una oficina de empleo y una funcionaria me habló muy despacio y con palabras simples, como si no pudiera entender, sin siquiera haber escuchado cómo me expresaba.",1
"Estaba esperando el autobús cuando un hombre empezó a gritarme, diciéndome que debería 'volver a mi país'.",1
"Estaba esperando en la cola de una cafetería y atendieron a tres personas que llegaron después que yo. Cuando pregunté, simplemente dijeron que no me habían visto.",1
"Estaba esperando en la cola de una cafetería y atendieron a tres personas que llegaron después que yo. Cuando pregunté, simplemente dijeron que no me habían visto.",1
"Estaba esperando en la cola de una cafetería y atendieron a tres personas que llegaron después que yo. Cuando pregunté, simplemente dijeron que no me habían visto.",1
"Estaba esperando mi turno en un local. Alguien decidió que yo no encajaba, sin siquiera conocerme. Aunque no dijeron nada explícito, el mensaje era claro: no era bienvenido.",1
"Estaba esperando mi turno en un local. Alguien decidió que yo no encajaba, sin siquiera conocerme. Salí del lugar con la sensación de haber sido señalado por ser diferente.",1
"Estaba esperando mi turno en un local. El trato que recibí fue distante, casi frío, en comparación con el resto. Salí del lugar con la sensación de haber sido señalado por ser diferente.",1
"Estaba esperando mi turno en un local. Me atendieron con evidente desgana, mientras que a otros les ofrecían sonrisas y ayuda. La indiferencia y el juicio estaban presentes en cada mirada.",1
"Estaba esperando mi turno en un local. Me hicieron preguntas personales fuera de lugar, sin venir a cuento. La indiferencia y el juicio estaban presentes en cada mirada.",1
"Estaba esperando mi turno en un local. Me hicieron preguntas personales fuera de lugar, sin venir a cuento. Me hizo pensar en cuántas veces estas cosas pasan sin que nadie las cuestione.",1
"Estaba esperando mi turno en un local. Me ignoraron por completo, aunque estaba justo delante. No supe cómo responder, pero claramente me estaban tratando de forma distinta.",1
"Estaba esperando mi turno en un local. Me miraron con desaprobación todo el tiempo que estuve allí. Fue una experiencia que me dejó un mal sabor de boca, sin saber cómo reaccionar.",1
Estaba esperando mi turno en un local. Me miraron con desaprobación todo el tiempo que estuve allí. Me hizo pensar en cuántas veces estas cosas pasan sin que nadie las cuestione.,1
"Estaba esperando mi turno en un local. Me miraron con desaprobación todo el tiempo que estuve allí. No supe cómo responder, pero claramente me estaban tratando de forma distinta.",1
"Estaba esperando mi turno en un local. Noté un cambio de actitud al verme, como si fuera sospechoso automáticamente. No hubo agresión, pero el desprecio estaba en cada gesto y palabra no dicha.",1
"Estaba esperando mi turno en un local. Una persona del lugar me observaba constantemente, como si desconfiara de mí sin razón. La indiferencia y el juicio estaban presentes en cada mirada.",1
"Estaba esperando mi turno en un local. Una persona del lugar me observaba constantemente, como si desconfiara de mí sin razón. No supe cómo responder, pero claramente me estaban tratando de forma distinta.",1
"Estaba esperando mi turno en un local. Una señora empezó a hacer observaciones hirientes sobre cómo hablaba o vestía. Aunque no dijeron nada explícito, el mensaje era claro: no era bienvenido.",1
"Estaba esperando mi turno en un local. Una señora empezó a hacer observaciones hirientes sobre cómo hablaba o vestía. Una situación cotidiana que, por cómo me trataron, se volvió muy amarga.",1
"Estaba pidiendo en un restaurante y al notar mi acento, el camarero empezó a imitarme de forma burlona. Fue humillante.",1
"Estaba pidiendo en un restaurante y al notar mi acento, el camarero empezó a imitarme de forma burlona. Fue humillante.",1
"Estaba pidiendo en un restaurante y al notar mi acento, el camarero empezó a imitarme de forma burlona. Fue humillante.",1
"Estaba pidiendo en un restaurante y al notar mi acento, el camarero empezó a imitarme de forma burlona. Fue humillante.",1
"Estaba pidiendo en un restaurante y al notar mi acento, el camarero empezó a imitarme de forma burlona. Fue humillante.",1
"Estaba pidiendo en un restaurante y al notar mi acento, el camarero empezó a imitarme de forma burlona. Fue humillante.",1
"Estaba pidiendo en un restaurante y al notar mi acento, el camarero empezó a imitarme de forma burlona. Fue humillante.",1
"Fui a donar sangre y me preguntaron insistentemente si había vivido en mi país en los últimos años, aunque ya había respondido que no.",1
"Fui a recoger un paquete y me preguntaron tres veces mi identidad, mientras a otras personas se la daban sin cuestionar.",1
"Fui a una entrevista de trabajo con ilusión. Alguien decidió que yo no encajaba, sin siquiera conocerme. No supe cómo responder, pero claramente me estaban tratando de forma distinta.",1
"Fui a una entrevista de trabajo con ilusión. El trato que recibí fue distante, casi frío, en comparación con el resto. La indiferencia y el juicio estaban presentes en cada mirada.",1
"Fui a una entrevista de trabajo con ilusión. Me atendieron con evidente desgana, mientras que a otros les ofrecían sonrisas y ayuda. Fue una experiencia que me dejó un mal sabor de boca, sin saber cómo reaccionar.",1
"Fui a una entrevista de trabajo con ilusión. Me ignoraron por completo, aunque estaba justo delante. No hubo agresión, pero el desprecio estaba en cada gesto y palabra no dicha.",1
"Fui a una entrevista de trabajo con ilusión. Me miraron con desaprobación todo el tiempo que estuve allí. Fue una experiencia que me dejó un mal sabor de boca, sin saber cómo reaccionar.",1
"Fui a una entrevista de trabajo con ilusión. Noté un cambio de actitud al verme, como si fuera sospechoso automáticamente. Fue una experiencia que me dejó un mal sabor de boca, sin saber cómo reaccionar.",1
"Fui a una entrevista de trabajo con ilusión. Una persona del lugar me observaba constantemente, como si desconfiara de mí sin razón. Salí del lugar con la sensación de haber sido señalado por ser diferente.",1
"Fui a una entrevista de trabajo con ilusión. Una señora empezó a hacer observaciones hirientes sobre cómo hablaba o vestía. No hubo agresión, pero el desprecio estaba en cada gesto y palabra no dicha.",1
Fui a una entrevista de trabajo y el entrevistador preguntó si ese era mi nombre 'real'. La entrevista duró menos de cinco minutos.,1
Fui a una entrevista de trabajo y el entrevistador preguntó si ese era mi nombre 'real'. La entrevista duró menos de cinco minutos.,1
Fui a una entrevista de trabajo y el entrevistador preguntó si ese era mi nombre 'real'. La entrevista duró menos de cinco minutos.,1
Fui a una entrevista de trabajo y el entrevistador preguntó si ese era mi nombre 'real'. La entrevista duró menos de cinco minutos.,1
Fui a una entrevista de trabajo y el entrevistador preguntó si ese era mi nombre 'real'. La entrevista duró menos de cinco minutos.,1
Fui a una entrevista de trabajo y el entrevistador preguntó si ese era mi nombre 'real'. La entrevista duró menos de cinco minutos.,1
Fui a una entrevista de trabajo y el entrevistador preguntó si ese era mi nombre 'real'. La entrevista duró menos de cinco minutos.,1
Fui a una entrevista de trabajo y el entrevistador preguntó si ese era mi nombre 'real'. La entrevista duró menos de cinco minutos.,1
Fui a una entrevista de trabajo y el entrevistador preguntó si ese era mi nombre 'real'. La entrevista duró menos de cinco minutos.,1
Fui a una tienda de ropa y el dependiente me comentó que 'gente como yo no suele comprar cosas de esta calidad'.,1
Hay barrios donde el crimen es más común que en otros.,2
Hay barrios donde el crimen es más común que en otros.,2
Hay costumbres en otras culturas que parecen ser demasiado invasivas o difíciles de aceptar.,2
Hay estudios que sugieren que algunas culturas tienen más dificultades para integrarse.,2
Hay estudios que sugieren que algunas minorías se victimizan demasiado.,2
Hay estudios que sugieren que antes no había tantos problemas con la inmigración.,2
Hay estudios que sugieren que las mujeres tienden a ser más emocionales que los hombres.,2
Hay estudios que sugieren que los hombres suelen ser más racionales en la toma de decisiones.,2
Hay estudios que sugieren que los jóvenes de hoy en día no respetan nada.,2
Hay estudios que sugieren que no entiendo por qué hay tantas identidades de género ahora.,2
Hay estudios que sugieren que parece que ser heterosexual ahora es algo malo.,2
"Hay lugares donde ya casi no hay gente local, todo son inmigrantes.",2
"Hay lugares donde ya casi no se escucha el idioma local, parece otro país.",2
Hay mujeres que usan la discriminación como excusa para justificar sus fracasos.,2
"Hay países donde la gente no está acostumbrada a respetar las normas, y cuando vienen aquí, eso se nota.",2
"Hay personas con discapacidad que trabajan más duro que los que no la tienen, así que no es una excusa.",2
"Hay personas que siempre juegan a ser las víctimas, aunque no haya motivo para ello.",2
Hay quienes buscan cambiar todo para acomodarse a sus necesidades.,2
Hay quienes buscan privilegios disfrazados de igualdad.,2
Hay quienes buscan privilegios disfrazados de igualdad.,2
Hay quienes confunden derechos con privilegios.,2
Hay quienes confunden igualdad con favoritismo.,2
Hay quienes confunden igualdad con privilegios.,2
Hay quienes se ofenden por cualquier cosa solo por moda.,2
Hay quienes se sienten atacados solo por escuchar otra opinión.,2
Hay quienes usan el racismo como excusa para todo.,2
Hay quienes usan el racismo como excusa para todo.,2
Hay quienes ven discriminación en todo lo que no les gusta.,2
Hay quienes ven discriminación en todo lo que no les gusta.,2
